,0,1,2,3,4,5,6,7,8,9
0,0.0024295745842568203,0.00805890320491722,-0.0017154130093562333,-0.0010482551691717381,0.00206852727687142,0.003292356032573972,0.0031731700121990247,0.0011296808211728948,0.005973771773832766,-0.002747050863289277
1,0.0012820785199028333,-0.0006573578305156785,0.005677121397576341,0.0012504568408142974,0.006463474852959803,-0.00047195659550015905,-0.0024274892628606878,0.009433294143319455,0.0008153263507739971,0.0008347708086053376
2,-0.0005256356802655125,0.002025383585565055,0.00209441587118704,0.001853218948861735,0.0008506950009938448,3.273887348801839e-05,0.00018576054148821287,0.0005799399680454322,0.001207688281432425,0.003178216345853125
3,0.001123775343489378,0.002038890034932823,-0.002253649772678789,0.0010522667149596716,-0.00017057552494578163,0.004819979387268511,0.003137333327898259,-0.0024236874759617877,-7.390834187652223e-05,0.0020771044814785165
4,0.001718583947244782,0.0016380149498510677,-0.0014790599312447827,-0.0002591982998827988,0.0007539999503682675,0.002096468659196888,-0.0008130720044279879,-0.001135724421504535,-0.000583500809401932,-0.0007925595379479368
5,-0.0016615396131810507,-0.0001248499519403673,0.0006553400213455501,0.0011930634982703016,-0.0012439987004842395,0.0005032053436935535,0.0019462860559415506,0.001617720707153759,0.0008819360899289578,-0.0006492691356171479
6,-0.0009304380611827597,0.004368832921060847,-0.0006240409506622169,0.0030043451996957385,-0.0001513234360888672,0.005312259118831681,2.9008152196822898e-05,0.0006126497903493812,-0.0014250616110894026,0.005770134231790648
7,0.0008380215937377444,0.003558548618485455,-0.001463612181510359,0.0005069996153210989,0.001020978642752786,0.004178626639413564,-0.00015045460110171116,-0.001522459825000268,0.000702080547557423,-0.0011349283230843847
8,0.000654682363869329,-0.0004975634961466226,0.0009549752570567899,2.1972783884855124e-05,0.00011209896264745964,0.00021913989456855696,-0.0004965055554585704,0.0008720005734858026,0.0017676028153104531,0.0023238594248168377
9,-0.0002567250689146808,0.0004534113413174379,0.00013141282294882052,2.7550283400657155e-05,-0.00031328639929187454,-0.00019980916118868196,-0.00013349059890178997,0.001818656258329194,-0.0009091585521945086,0.0009443586761081383
10,0.0002135498782110075,-0.0019688780709826307,0.0012305550974425052,-0.0006354704398893628,0.00016566573923027314,-0.003371605090361717,-0.00241523766106699,-0.0007859443254694266,-0.003283206131889426,-0.001600777923545842
11,0.0007878241971445536,0.0003110906186787761,-0.0020120452131788245,-0.00023348696224891,0.0009686395055746062,0.0015668728835653335,-0.0010212789583657826,0.0009748398715770881,0.0002851899622783494,0.00015538311551281656
12,-0.001781063847997663,-0.0005700777934769697,-0.0023545191552761693,0.0003050800323436064,-0.0003367564157168116,-0.0018136703287791112,0.0002829852035024572,-0.0018115307733978742,0.00048080989266023513,0.00024847230878165944
13,-0.000751131908778571,-0.0006165656528494376,-0.0005568003277892391,-0.0028140797230749182,0.0002625087646928898,-0.0005916342280181805,-0.0005247233210004369,0.0011094733144643592,-0.00023902312538057733,-0.0006661318856947818
14,0.000574102095442709,-0.0005985602039254589,-0.0006093318433560678,-0.0012229311322055193,-0.0017600470098782727,-0.0009884925525565711,0.0009475852300224474,-6.48071104081936e-05,0.0007197614204753968,-0.0006498301543179273
15,0.00013954535394961471,0.0006909283086778436,0.0043649808545152755,0.00010335530694058623,-0.0012409049194488375,0.0006520999507202335,-0.0007093857490378152,0.0007872243005017296,0.0005284999660626409,0.0004634561986178871
16,0.001036005092335757,-0.002002136973893837,-0.0017064579801441754,0.0002411321758148513,-0.001219176000831104,-0.002275916977082044,-0.0022545953146420245,-0.0013891645256835633,-0.0007100293798805502,-0.00015534638073144626
17,0.0006352470314302089,0.0009490183767959038,-0.0015493745450633877,-0.0006200263152244783,-0.0007754542296960881,0.0006908885107643715,0.0019104794199844202,-0.0005533846871360892,6.42635631557052e-05,-0.0008430080716475225
18,-0.0011208460046545725,0.0003233414355651318,0.0013227196168928168,0.0006276982084074173,0.0008049779493457179,0.0012692422891240574,0.0018715900983403387,0.0007390771555399885,0.000782475727409216,0.0006221738451984758
19,-0.00029369593940930876,0.0001648355588547336,-0.00035803332807490335,0.0003245241598145994,2.0686370929470585e-05,0.00010893800957480066,0.0015124972545770545,-0.0006129142298204137,-5.6202947796538554e-05,-0.001099419693969302
20,0.0011114431077461275,-0.00150397540574512,-0.0003185801288642822,-6.219483814878514e-05,-0.0005603067292982931,0.000364324049887746,0.0002458880471513979,0.00041914297220432513,0.0008582156172136505,-0.0005811980722398906
21,0.00024106789807338793,0.00039218432254386213,0.0018283472351928798,0.00019376223652917108,0.00024280515768820862,0.000383243090020476,-0.0007158334587499431,0.00150632663776241,-9.689839229567749e-05,0.00020978916717923676
22,-0.0005087091199631444,-0.001575569396202439,-0.0025877145254950113,0.001094300824390515,-0.0013226956739745403,-0.00044733359482971983,0.0007185235115404667,-0.0010969502284949105,0.0008411627266844936,-0.0025011432809705146
23,0.0005345141221904902,-0.0006436196983441688,0.0004805695285226815,0.00018985329716756066,0.0018739510297837124,0.0018029487997095806,0.0017767439785524423,0.000998173944459688,0.0005633373512116176,0.0011651209036850833
24,0.0010594647638095017,0.00012078752426484819,-0.001322777306732911,0.0005593532837158406,-7.192915569992003e-05,0.0008800776900924726,0.0014358392130722109,0.00018799425218679033,0.0010305728619365432,-0.0004999035231505376
