AES_residuals,AAP_residuals
0.019981508253953506,-0.04130889775891608
-0.0055396803474954195,-0.26185692832956586
-0.014890837104118714,0.14063747076139166
0.020371410098513825,0.1501148484408105
-0.010538627178276671,-0.21891765917560324
0.006739367115548441,0.2117540787827317
-0.010187221700640901,-0.2430895517880581
0.03023923115257201,0.10047441584005479
-0.0007988392870735807,-0.3440250419290835
-2.1319775962059676e-05,0.1234241130334341
-1.8682094213490716e-05,-0.106450425878663
-0.010020014531385235,-0.05809112271687943
-0.004759702897690567,-0.09341302668937683
0.0009100977773097644,-0.03400156684478269
-4.038001599013212e-05,-0.011510733383195831
-0.005019470679479309,0.04192752905382512
0.015110820556494719,-0.17985687864151415
-0.0004104058426619961,-0.014671655510240309
0.002480529320522752,-0.14597247094617394
0.009914793351289935,-0.03741556359559893
-0.0052796001227861525,0.0793941813695009
0.005111022325552401,-0.008699858834597231
0.009850525782207343,-0.10043829646413538
-0.01027996722282233,-0.19271090857571746
0.005239557463717583,-0.022654393097525365
-0.004149501410387349,0.0694057709473386
-0.004915032767302666,0.0010951108847471129
0.00011058724402608178,-0.0011947802511517724
-0.015019416294288403,0.004339394230901863
0.0003706215132492144,0.10289280337329973
-0.005018845249786349,0.030113978590130354
-0.004889263196700296,-0.050337151014206424
0.010110315318072409,-0.042754106136493546
-0.00027964091167838974,-0.000839717513299654
0.009980583705711952,-0.14066060576909417
-0.010280184763585097,0.05604163071598895
-0.004759082906514901,-0.16985776367077784
-0.008390337304215461,-0.10649648826134955
-0.009798954131060926,-0.2126873541592807
0.005239459570372561,-0.10821575041624507
0.004850036315492155,0.09675491694224504
-0.005148875980695611,0.022992220483646308
0.00011069601440746612,-0.010571049897002431
-0.005019470679479309,-0.0009724709461774808
-0.009889412755975482,0.10880521974884766
0.020241189019437184,0.011701562214578956
-0.0062393760623518655,0.00898795733613526
-0.009871173103272504,-0.021045021751157682
-0.004759517988040437,0.13764731491266477
0.00011134863669572561,0.08317133222782622
-0.005018981212761303,-0.02816568435254928
-0.004889575911546823,-0.0791303757823597
0.00011016847805775229,0.0264038578854107
-1.925313871575817e-05,0.1302749897620976
-1.8709286808836765e-05,0.013393641532806703
-0.005019361909096147,-0.030348740592038813
0.005710424088453342,0.09786962421764701
-0.00016447640529246063,-0.06694367857851198
-1.9796990622679574e-05,0.13715633799140323
-0.00501865490161715,0.0440055067098595
-0.009889193583655262,-0.004937963587555462
0.010240563589744393,-0.056884887321723004
-0.00027972248946442796,-0.0713075152788978
-1.9796990622679574e-05,-0.0628436620085996
-0.010019742605431774,-0.022531796831523676
0.0002404820119585677,0.05764731491266692
0.009980910016856106,-0.05878941470667601
-0.000279749682059774,-0.07146344786744685
0.004980203009376326,0.04715633799139938
0.000950852093352745,0.011432894598276616
-0.015047962687526794,0.03476877779400823
-0.0046292153311777145,0.008828398904496146
0.00011064162921672768,-0.0008829150740819024
-1.9416294287834605e-05,0.04933939423088936
-1.9144368334373905e-05,0.0708987201162351
-1.9035597952989637e-05,-0.00347754952962793
-1.9443486883180728e-05,0.0041834616423665795
-1.9389101692488482e-05,-0.04970467318057154
-0.0050196838694250455,0.06280501755970573
-0.004889059252235247,0.0008323433998031112
-0.0048894127559747,-0.05119478025114893
0.00011031531807262107,0.14724589386350417
-0.005018600516426458,0.004017371886941834
-0.00988941275597375,0.05880521974885069
-0.004759082906516676,0.050142236329235666
-0.009889140830020245,0.030364545634199536
0.010240753937911816,0.07920664079801266
-0.00027898828939008403,0.07290266461153279
-1.9035597952989637e-05,0.07152245047038912
-0.005019035597953771,0.08152245047038047
0.0051110223255506244,-0.018699858834588134
-0.00014952860298308906,-0.10075016164119814
0.004980039853806025,0.03622074246019899
-0.00014920229183898237,-0.048878970578780934
0.004980311779759486,0.10778006834554191
-0.005148821595504919,0.08330408566070405
0.00011102232555161892,0.0013001411654078848
0.004980583705712947,-0.0006606057691078006
-0.00014941983260175097,0.0298735687129231
0.004980746861283247,-0.06252501023789407
-0.00014976137159925142,-0.14208494459906382
-2.0177686957524617e-05,-0.0050267182480873114
0.009980583705711952,-0.010660605769098705
0.0029205222438933344,0.030095878017911408
-0.01010245540323643,-0.02938313856939096
0.0030404276267684553,-0.0856645502644039
0.004907330327174405,-0.002949949028843811
-0.00014941983260175097,-0.050126431287060985
0.004980311779759486,0.04898006834553683
-0.005149141380426189,0.028970318419537622
-0.00488926319669852,0.054662848985797555
-0.0048891136374241626,-0.049479521777263724
-0.00488968468192643,0.0022458938634941396
-0.009889385563378405,0.09396115233738211
0.020241107441651102,-0.03376623555102752
-0.0005396207957108302,-0.06961543596067024
-1.9796990622679574e-05,0.006356337991395435
-0.010019366259912186,-0.00037368980620365946
-0.024759409217660403,0.013271045266805014
0.005630682975066698,-0.10366368041372898
-0.00014996803532388162,-0.123270032271934
-2.0068916576140353e-05,0.12059701210605249
-1.8736479404182813e-05,-0.016762291055729274
0.014980474935329573,0.07121566387675751
0.004590967383402032,-0.026797059789220007
-0.005149582988172786,0.048937973181723216
0.00011085916997949629,-0.04963545436579901
-1.9688220241295306e-05,-0.0023199316544608504
0.004980583161859264,0.09933627557911572
-0.00014887598069478338,0.13299222048364512
-1.8709286808836687e-05,-0.006606358467203086
-0.010019470679478313,0.12402752905382207
0.00024127059722360377,-0.018530640019811844
-1.952887163256729e-05,0.0502938333143653
-0.008819135666702893,0.11094861854457289
0.010209988170241997,0.01182976409026976
-0.00027936898572492903,0.03071960837205121
-0.005019253138714763,-0.02972501023789901
-0.004889575911545046,0.01786962421763451
0.00011069601440741985,0.06942895010299562
-1.9035597952989562e-05,0.0015224504703821762
-1.9416294287834605e-05,0.019339394230902432
-1.9307523906450263e-05,-0.010636875414964166
-0.0019194739425890928,-0.030991182856802992
-0.004970178105299658,0.09820081239651421
0.00011113109593295707,0.030923871519544684
-1.925857723482741e-05,-0.012056196755608328
-0.005019483188071391,-0.05464419993690694
0.00011029573940392569,0.007133622399758435
0.009980638090902645,-0.030348740592038813
0.004720413473511308,0.009472147663760932
-0.005149365447410018,0.0301854338900068
0.00011075039959811203,-0.0002591847199416557
-0.0050194162942886165,-0.030660605769108937
0.00511042408845301,-0.02213037578235772
-0.005149528602982094,0.03924983835878822
-0.009889195215210983,5.268045712802446e-05
0.00024059078233995196,0.04827104526680161
0.004980855631664631,-0.02910127988375921
0.004850417011825224,-0.0010620268182739455
-0.010149419832601491,-0.04482643128705577
0.00024034768053755813,-0.020472992074698455
-0.005019510652594467,0.008798308148666703
-0.004889358370782231,-0.05088291507407925
0.00011031531807257489,-0.052754106136498474
-0.010019688220241083,-0.03181993165444539
-0.004759570197823502,0.03734792434268398
0.00011080478478880419,0.020352680457120235
-0.005019305892349735,-0.05002751945965319
0.00011031531807257489,-0.11275410613650075
-2.001453138544818e-05,-0.004091122716877385
0.00498058370571117,-0.09066060576911121
-0.0001499092993179341,0.0020667821193016533
-1.9389101692488557e-05,0.03949532681941908
-1.9198753525066076e-05,-0.039413145060834445
0.009980366164949184,-0.0019080664773878508
0.015520576629084858,0.06540774319497768
-0.02042987397162161,0.1330545092451011
0.0005013048664467825,0.01625694360461225
0.004980665283498985,-0.00019280800350328042
-0.005149419832600756,-0.03492643128706799
0.0001103979835624269,-0.07188007106736351
-0.005019794815215833,-0.06283118740150308
-0.004889739067118853,-0.026399304646897506
0.00011046034524780014,0.011410867669020615
-0.00501934378069925,0.04975521446698271
0.00011085916997949629,-0.02963545436580299
-1.957944985991104e-05,-0.0015962013003177275
0.023380583705712697,-0.04066060576909984
-0.0006280503943596504,0.010591870098583162
0.014980638090903426,-0.035348740592034265
-0.000509617257396727,-0.08014961044271914
-1.7251305047099886e-05,0.01683378932470192
-0.010019307523906238,-0.01003687541497267
-0.004759463602849745,0.02795918008973546
0.00011075039959811203,-0.03025918471992858
-1.9579449859910963e-05,0.008403798699673622
-0.0050193619090979245,-0.08034874059205063
-0.004889847837500237,0.04631029833228528
0.00011085916997954248,-0.029635454365803178
0.0049804205501408705,0.008403798699687388
-0.010149365447410845,0.00018543389000629437
0.005240590782338957,-0.0017289547331955542
0.0048505801673990765,0.08987356871293939
0.00485106963411526,0.007680355306575615
0.004850607359994377,0.01002950130146236
-0.00014936544741105888,0.010185433889996756
-1.9361909097142512e-05,-0.031048740592034073
0.004980416743177522,-0.041618031862718716
0.004850362626636262,0.04862610800465328
-0.00014914790664829027,-0.05856710540171637
0.004980257394568794,-0.0025317968315276542
-0.00014941983260175097,-0.0601264312870661
-1.9742605431987477e-05,0.007468203168477462
0.0049806380909036396,-0.04034874059202972
-0.0001496373733645195,-0.06137389199534571
-1.9742605431987477e-05,-0.03753179683153135
-0.010019606642455044,-0.011752133888857905
0.00024053639714925978,-0.0070408199102753415
-1.9443486883180728e-05,0.004183461642352369
-1.9389101692488557e-05,-0.015504673180573528
-0.005019497872074654,-0.013628403534715606
