,AAP,MRK,NRG,ORLY
0,0.003928439735255047,-0.00048435691211267057,0.0035502653239939366,0.003661100114082322
1,0.008279651731213998,-0.004233051858646935,0.002311538597216372,0.008527311140580826
2,0.0007416828474668469,0.0030570277362955887,-0.0009062521356000804,-0.009176713276535582
3,0.00018245977614947569,-0.002614940143198078,-0.005546658617577213,0.0038512238327431127
4,0.0014248724139722907,0.0006595852157204904,0.0015584682086895803,0.005160739388857397
5,-0.002192545317529864,-3.7449612763423823e-05,0.00015270923358525032,-0.005215022778875934
6,-0.0008170197298707966,-0.0013949887990164782,-0.0010812022978757016,-0.0023492418678071987
7,0.001800459258688097,0.0010800000406970933,0.0009824334454034893,0.006908224278394918
8,-0.0003693751450670529,-0.00019513841389733915,0.002452559296564239,-0.0037153343986052554
9,-0.00534541885597507,-0.00012777524975214253,-0.00161463837909217,-0.0026273712138242234
10,-0.0002354969536613404,0.0013151913948799682,0.001979985802303175,-0.0007039893241491569
11,-0.0008996861394172115,-0.0005670521006970115,-0.00038176331455563124,0.003319809697530906
12,0.0028939786626273607,-0.00011181307818362634,0.001176373052601839,0.0006577611737837714
13,0.0018586824868582412,-0.00041181327260749845,-0.0004824747173147242,0.0010389026649057
14,-0.0028478670473994967,-0.0008015617413459724,0.0007640929994075236,-0.001496447394403006
15,0.00021783759375338047,0.0014310945930477654,-0.00010580065340478543,0.0018157356824397787
16,-0.0012938306737753237,-8.7435093103018e-05,-0.0013652478354569597,-0.003078987007084675
17,-0.001283038134228948,-0.0007233252129357243,0.001245385337124323,0.00222760990445219
18,0.005050823372953129,0.0010353951799394808,-0.0013993721004035649,3.115136997301499e-05
19,-0.0021812765309534394,-0.00019630462344580275,-0.0012727484095764467,-8.382680156494588e-05
20,0.002421639107376177,0.00025944571925595175,0.0027598417406671464,0.00307361602288358
21,-0.00024429272235874564,-0.0002093945336650938,-0.002552901608670003,0.00024185615128229603
22,-0.003033873074015975,-0.00017933671850381953,-0.0002981284013257045,-0.0018855134515313018
23,0.0009150282075675328,-0.0009487642600562319,0.00160273849692442,0.0008130396747677941
24,0.001376382528705522,0.0016850186006868069,-0.0014843109803980453,0.0022987812622607623
25,-0.002141476715696775,0.0008312734942990213,-0.0008123091210858088,-0.002379290282410904
26,-0.001756868972843273,-0.0012150016642464797,0.0017972734745884055,0.0011802040107186692
27,0.000635595386878793,-0.00025988779940992637,0.0012263006386860494,-0.0012322098490461274
28,0.002004240764196707,0.00027401908770543744,-0.0011578020541177336,0.003443093331727085
29,-0.0001575568189185609,0.000864922332588556,-0.0011279402157243444,0.001336973800094072
30,0.0011434108908905925,-0.00015708400490997823,0.001514471236174134,-0.0001876504805454469
31,-8.26910738422288e-05,-0.00018851308390640907,-0.002753922532147509,-0.00238447800489366
32,-7.189593458773326e-05,-0.00013873879666598474,0.0009505131143471134,0.00016221346718784963
33,-0.00025426725047569864,0.0001794329308493608,-0.000508199924677256,0.0013467507042405236
34,0.0019819162113135485,-1.1534614579624762e-05,0.0015557066797056442,0.0030062789063139473
35,-0.003403489390682456,-0.00011732984568652674,0.0008953273344315324,-0.0038146253702407693
36,0.0010877796228230569,0.00012349285666411416,0.0002150130634183796,0.000792588922947022
37,0.00017240646212612608,-0.00029930461939277326,-0.0006691236872341084,-0.0006980405381266472
38,0.0011911538649643256,0.00010399550333808547,-0.001263647787827473,0.0024759962025932575
39,-0.002649412521638109,0.0011447561943789292,0.002120992123351881,-0.0025017296157569028
40,-0.0008181929343431783,0.0005294460192431415,0.0006373121660084172,-0.0016056858645026374
41,0.0011730188146203168,0.0004207720980960942,-0.0004870226688980057,0.0015958830632937502
42,0.001433499906477831,-0.0024832387234695113,-0.00033820893875937796,0.0017645198647466627
43,0.00028072649830659523,0.00124752494107943,-0.0012018201300072313,0.0014731930283692107
44,-0.0003566428315848933,-0.0017186240309912954,0.0018650105040230098,-0.0002452084751250012
45,-3.70597215681983e-05,0.0013357442775066386,-0.0005460448913843458,-0.00345291058904195
46,-0.0012035732200726356,0.0007921826519255619,-0.00024976780451453563,0.001155975983312253
47,0.0012676705808370098,-0.0012607962831489964,-7.911996031286926e-05,0.0012391009878730153
48,-0.0013762333081212056,0.0014981469654836723,-0.001181822611109891,-0.0017089168649240727
49,-0.0016750871783804391,-0.0008007858798452952,0.0006251425026690304,-0.00016954502853449085
50,0.0017020147236176631,-0.00015032412227631404,-0.0008883794233508279,0.0019202700643714224
51,-0.0003741745643676493,0.0007275017279917724,0.0016512746909329646,-0.0012686877771381875
52,0.0005850241140649825,0.0003301982947558435,-0.0002483824343054771,-4.123512684096589e-05
53,0.0010127325413445474,-0.0007890489584537858,-0.0015769087341379322,0.0018063988427183464
54,-0.0023087033057989405,0.00023013406249386555,0.0014361162017045323,-0.0022043115650626664
55,0.0003600935763142343,0.0007000194955083684,-0.001507357810381124,-0.000322844687807161
56,-0.0005685972093132667,0.001581386063898532,-0.0010138351622296933,0.0012197861508582103
57,0.000630174474613608,-0.0016281023559276135,0.000957408037481645,-0.00016326668881329424
58,-0.0006599915456630444,0.0009074623649418961,3.964100987367147e-05,0.0012900281177682695
59,-0.0007739148263257428,-0.00025247528337152443,0.0008694818654927998,-0.0015528622382893374
60,0.001002781216787414,-0.0005567614473359272,-0.0004269712521913974,0.0010222900872921504
61,0.0003599842935890558,0.0005323770370070551,0.00026243742923236696,0.0007461712612611938
62,-6.928763308005086e-05,-0.0001974482547245104,-0.0009019169632356074,0.0007312984708938906
63,0.0004029531141329532,4.3693793100096505e-05,-0.0009831670064729717,-0.00039217567562863727
64,-0.0007334546582818408,0.0005830126405959419,0.002035528802720268,-0.001503233656020959
65,0.0009986565184928178,9.004547359945517e-05,0.0010810444545275026,0.0019618825567772067
66,3.931848043457081e-05,-0.000894217576368331,-0.0013382888633895274,0.0007756266003500325
67,-0.002766451907004151,0.00178926414066348,0.0003921907320836508,-0.0025420800202624297
68,0.0011161003670170189,-0.0011651714909815918,0.00045781071422128645,-0.0008998699656797192
69,-2.199194320540767e-05,0.0020591363508658585,0.00039163662559142155,0.0018267072840182355
70,0.00038813109195531863,-0.0025291333584486534,-0.0006678695759135011,0.0005511659999950277
71,-0.0010289138509971948,0.0010581008585963756,-0.0015326340640251308,-0.00026743600203721433
72,0.002110915535003516,-0.0007110807627905039,0.0007121322614810514,0.0010634452455959085
73,-0.0020372431112428866,-0.0004717600226182544,-0.00038417787256046364,-0.0011803896969329467
74,0.0017051840707367077,0.0024816542077370574,0.0017435385513519784,0.0018626496897912455
75,-0.0007093886057957367,-0.0014948308783703564,6.200752184079518e-05,-0.0013741598406413573
76,-0.0001871533209096847,-0.00025573597641704345,-0.0010442020991395361,0.0008213587882507187
77,0.021869381873972384,-0.0006774795053023544,-0.0012208662520348345,0.005839134760618374
78,-0.025063915259795625,-0.0016410494750280376,0.003422095032030683,-0.003616589876228005
79,0.00944584081401164,-0.0005038777015889261,-0.000908012548769397,-0.0004299013813388727
80,-0.00249680649183052,0.001983184079950232,-0.0032624934740971973,-0.001511027001772133
81,-0.003430475738296051,0.00018006612057460005,0.0014879832384043852,0.0007405810640501152
82,-0.0007797520746653033,-0.0011925961474480683,-0.0013694367470620625,0.0021661483237752632
83,0.005230942154842768,0.0009937048957544346,0.00048749335002890547,-0.0029239328277810197
84,-0.008697906110104394,0.00042394890846235564,0.002346142393550897,-0.001585393107402592
85,0.0017357383700216484,-0.0028985293702184457,-0.002913343777330136,0.0058267401190773005
86,0.006483518743816897,0.0010318267504052278,0.00053373689683681,-6.07930521855886e-05
87,-0.0028905642429640378,0.0013581375363898927,0.00508846655202394,-0.00046378101800682105
88,-0.0020312507400002612,-0.0009859814469868956,-0.0015610046083241002,0.0031448050544209865
89,0.0012698466778794338,-0.00014234922553046567,0.0011841336260399334,-0.0003744606223605176
90,0.004945370887288308,-0.00017351671253513693,-0.0014417735932344433,-0.005434602425224412
91,-0.007146247122519437,-0.0011237682470543438,-0.0014420409618593278,-0.004243661626261893
92,0.006377021029142019,0.0008259780946600355,-0.00044455058131988865,0.005993904232714443
93,0.003068880122091923,0.0004963772933015829,0.001493321543339506,0.0033991861160014283
94,-0.00337958510383987,0.0009573476890897582,-0.001355588320135426,5.3291118674554574e-05
95,-0.0028797229024340653,-0.0006064428830640293,-0.0011956464509006307,-0.003598596151555877
96,0.0038537725895259555,-0.0011628853507114041,0.0001471712345308743,-2.134036906406034e-05
97,-0.0030597708808822286,-0.0011760142831801186,0.001761089806758415,-0.0002821769413631491
98,0.0007473280655319124,0.0026575364527255544,-0.001691192200390354,0.003690354089020637
99,-0.00346046610876096,0.00014096814998135968,0.0017496222120588552,-0.003160816625341993
100,-0.0026284129367450918,-0.0005720180428538785,0.001307394415846944,-0.002262230406156085
101,0.005760130790698352,-0.0008625216343654342,-0.001145566537333069,0.005157720206210679
102,0.004265809128578487,-0.0001966147844107999,8.377315540002947e-05,0.0005574285342084808
103,-0.005000747415420436,0.0017352712699774803,0.0020356366653284086,-0.0003501211076406695
104,0.0020796762289957823,-1.354939683625338e-05,-0.001739059516691527,-0.002439752485437283
105,-0.0009198750277595708,-0.0016039205891604663,-0.0008845306004506288,0.0008835704675797761
106,0.001521521616383989,0.0006348288300789092,0.0003525950576367676,0.0021495355864120055
107,-0.002394240233864984,-0.0018256774683612664,-0.00043605182237139474,-0.0028440331926588673
108,-0.002972077351078424,0.0026026503145341042,0.0007895656361635667,-0.0013217826339059601
109,-0.0007669239929870317,-0.001023914462826691,0.00020482809571225995,0.002494284812680868
110,0.0010018482864142999,7.035975926042322e-05,-0.0016811759414862557,-0.001276902923777243
